BALANCE,FEE,SMS_COUNT,FLOW_DATA,CALL_DURATION,DEVELOP_TYPE,LAST_DEPOSIT_FEE,age,deposit_interval_day,class
0,0,0,0,0,1,0,60,17629,1
0,0,0,0,0,1,0,25,17629,1
0,0,0,0,0,2,0,40,17629,1
0,0,0,0,0,2,0,16,17629,1
0,0,0,0,0,2,0,56,17629,1
0,0,0,0,0,2,0,24,17629,1
0,0,0,0,0,1,0,24,17629,1
0,0,0,0,0,1,10,22,186,1
45.24,39,0,3118.42,1,1,30,26,14,0
6.91,66.4,0,43614.87,7,1,20,23,22,0
30.2,0,0,0,0,2,30,20,12,0
14.37,39.7,0,3451.81,2,1,30,25,8,0
0,0,0,0,0,2,0,17,17629,1
16.17,50,4,8456.14,32,1,10,20,1,0
0,0,0,0,0,2,0,16,17629,1
0,0,0,0,0,1,0,28,17629,1
40.77,97.3,0,26631.25,270,1,50,21,11,0
0,0,0,0,0,2,11.81,23,76,1
0,0,0,0,0,2,0,18,17629,1
0,0,0,0,0,1,0,14,17629,1
0,0,0,0,0,1,20,16,196,1
0,0,0,0,0,2,0,21,17629,1
0,0,0,0,0,2,0,22,17629,1
21.97,26.6,0,3091.13,2,1,20,28,15,0
0,0,0,0,0,1,5,15,62,1
0,0,0,0,0,1,20,16,195,1
0,0,0,0,0,2,50,20,212,1
0,0,0,0,0,2,50,20,212,1
3.24,0,0,0,0,2,7.92,22,18,1
25.14,25.6,0,22559.84,0,2,100,20,69,0
161.87,61.9,0,18233.27,1,1,200,35,59,0
130.01,51.8,5,3974.52,97,1,100,35,1,0
0,0,0,0,0,1,0.3,20,191,1
0,0,0,0,0,1,4,19,189,1
65.04,40.7,2,4590.3,80,2,100,18,27,0
19.07,33.3,0,2598.93,52,1,30,26,15,0
39.71,96.2,0,26437.66,825,1,30,36,3,0
310.47,32.9,0,1425.51,27,1,200,24,11,0
23.01,51.9,0,16544.24,1,1,30,21,10,0
0,0,0,0,0,1,9,20,162,1
0,0,0,0,0,2,50,20,212,1
0,0,0,0,0,2,50,21,212,1
0,0,0,0,0,1,0,24,17629,1
27.77,19,0,0,0,2,20,20,2,0
14.91,0,0,0,0,1,50,33,200,1
0,0,0,0,0,2,50,20,212,1
0,0,0,0,0,2,0,29,17629,1
0,0,0,0,0,1,0,30,17629,1
21.44,30.8,0,3325.02,1,2,20,21,5,0
39.88,0,0,0,0,2,30,24,2,0
0,0,0,0,0,1,0,23,17629,1
0,0,0,0,0,1,0,15,17629,1
0,0,0,0,0,1,30,20,194,1
26.91,47.3,1,13650.65,75,1,30,27,7,0
0,0,0,0,0,2,0,21,17629,1
0,0,0,0,0,2,0,32,17629,1
0,0,0,0,0,1,0,23,17629,1
20.04,74.2,0,55276.86,89,1,20,21,6,0
17.74,30,0,1396.39,32,1,30,28,18,0
0,0,0,0,0,1,10,30,163,1
0,0,0,0,0,1,5,16,173,1
0,0,0,0,0,2,0,21,17629,1
0,0,0,0,0,2,0,17,17629,1
0,0,0,0,0,2,0,27,17629,1
0.01,3.4,0,0,0,1,0.5,40,61,1
60.77,23.3,0,334.2,12,1,30,29,0,0
9.31,19,0,0,0,1,100,18,119,0
39.51,55.1,0,21980.1,0,1,20,17,5,0
17.17,22.8,0,655.17,1,1,30,15,14,0
33.51,51.3,5,13385.89,103,1,50,25,18,0
38.44,48.7,0,12746.35,58,1,100,26,23,0
21.74,33.6,0,1540.13,0,1,20,47,8,0
0,0,0,0,0,1,0,19,17629,1
148.41,38.3,0,10457.22,54,1,200,34,161,0
59.34,49.7,18,26256.69,445,1,300,23,90,0
0,0,0,0,0,1,0,32,17629,1
0.36,15.23,0,0,0,2,10,22,66,1
0,0,0,0,0,2,0,21,17629,1
94.07,36.1,0,8702.12,54,2,100,32,10,0
29.97,67.1,35,16253.99,46,2,20,21,6,0
27.91,27.1,0,11827,13,1,30,26,19,0
0,0,0,0,0,1,0,33,17629,1
0,0,0,0,0,1,10,20,181,1
35.97,20.6,3,4.62,80,1,50,31,42,0
63.44,56.8,2,20195.56,53,1,50,23,10,0
30.87,25.4,0,3084.82,16,1,30,18,6,0
0,0,0,0,0,1,50,39,207,1
0,0,0,0,0,2,0.2,31,69,1
39.84,51.4,1,30137.36,126,1,20,34,0,0
83.64,27.9,0,2939.7,2,1,100,22,17,0
16.97,14.03,0,0.07,0,2,50,21,211,0
35.71,30.5,0,402.79,24,1,30,33,8,0
32.54,52.9,0,19765.13,15,1,30,21,5,0
0,0,0,0,0,1,0,24,17629,1
4.41,19.2,0,5.85,0,1,20,29,53,1
28.93,0,0,0,0,1,50,29,206,1
0,0,0,0,0,2,0,25,17629,1
45.07,26.9,0,213,87,1,50,48,10,0
60.27,33.5,0,8310.11,3,1,50,39,11,0
0,0,0,0,0,1,30,18,210,1
32.77,48.5,2,3353.02,90,1,30,26,5,0
64.31,75,0,20530.86,83,1,200,21,71,0
75.64,54,0,9813.09,9,1,30,34,2,0
0,0,0,0,0,2,0,18,17629,1
45.54,50.4,1,1005.93,74,1,30,23,5,0
0,0,0,0,0,1,50,29,199,1
0,0,0,0,0,2,0,25,17629,1
0,0,0,0,0,2,0,18,17629,1
0,0,0,0,0,1,0,20,17629,1
48.84,27.6,0,381.56,0,1,50,35,5,0
67.81,47,0,39880.85,0,1,10,29,75,0
21.27,6.63,0,6.37,0,1,50,31,60,0
0,0,0,0,0,1,20,25,207,1
30.77,47.5,5,6187.62,66,1,20,20,5,0
0,0,0,0,0,2,0,18,17629,1
34.41,54.6,8,44500.53,42,1,30,20,8,0
89.04,51.1,1,8061.21,87,1,100,28,19,0
14.4,39.8,0,17621.71,4,1,30,31,17,0
0,3.4,0,0,1,1,1.5,23,61,1
35.81,36.4,6,3627.7,30,1,50,24,21,0
118.01,57.1,0,3703.58,79,1,100,24,5,0
50.64,87.7,10,10040.61,388,1,30,26,15,0
0,0,0,0,0,1,0,17,17629,1
73.61,68,4,14984.36,150,1,30,19,3,0
28.81,25.9,0,132.41,2,1,30,44,25,0
0,0,0,0,0,2,0,30,17629,1
0,0,0,0,0,1,10,23,194,1
0,0,0,0,0,1,13,26,172,1
101.01,40.3,0,13406.01,72,1,100,35,14,0
29.07,46.2,0,22409.2,6,1,50,23,21,0
36.94,41.8,0,15971.01,1,1,4,25,38,0
42.74,43,0,10131,4,1,100,31,44,0
0,0,0,0,0,2,0,16,17629,1
0,0,0,0,0,2,0,33,17629,1
0,0,0,0,0,1,12,24,172,1
0,0,0,0,0,1,30,18,210,1
0,0,0,0,0,2,10,25,204,1
18.77,19.8,0,0,5,1,30,33,23,0
29.14,44.3,1,28159.14,3,1,30,27,15,0
44.71,56.6,0,17539.29,111,1,30,26,0,0
18.47,9.57,0,1678.42,0,1,50,29,80,1
40.74,25.66,0,1315.77,18,1,50,20,16,0
0,0,0,0,0,2,0,30,17629,1
0,0,0,0,0,1,0,29,17629,1
23.57,0,0,0,0,2,50,19,108,1
53.01,55.6,0,4718.47,287,1,30,20,0,0
301.14,33.6,10,27753.75,73,1,10,33,7,0
34.94,47.7,10,1135.32,431,1,30,26,0,0
42.34,71.4,7,28138.09,302,1,50,21,10,0
109.74,69,0,5792.13,18,1,100,18,7,0
156.04,43.1,0,4288.18,3,1,50,17,68,0
35.47,47.2,0,28136.95,4,1,50,26,21,0
61.81,42.5,0,1417.22,153,1,100,26,36,0
0,0,0,0,0,1,0,20,17629,1
0,0,0,0,0,1,0,18,17629,1
0,0,0,0,0,1,0,22,17629,1
0,0,0,0,0,1,0,23,17629,1
33.04,21.48,0,3416.41,0,1,30,28,5,0
0,0,0,0,0,2,0,21,17629,1
6.34,66,0,12196.12,214,1,30,23,13,0
24.27,95.4,2,65871.16,41,1,50,36,29,0
48.97,54.4,0,28374.58,57,1,100,20,38,0
0,0,0,0,0,1,0,27,17629,1
53.64,36,1,15372.14,6,1,100,24,60,0
0,0,0,0,0,1,0,20,17629,1
0,18.33,0,0,0,2,12,28,39,1
0,0,0,0,0,1,0,20,17629,1
319.44,46.3,9,3929.29,40,1,100,23,16,0
169.44,23.2,1,1602.99,46,1,100,28,78,0
0,0,0,0,0,2,0,21,17629,1
0,0,0,0,0,2,0,19,17629,1
0,0,0,0,0,2,0,18,17629,1
21.44,83.3,5,14377.58,410,1,10,23,3,0
0,0,0,0,0,1,0,16,17629,1
0,0,0,0,0,1,0,27,17629,1
76.14,48.9,0,15020.78,74,1,100,31,25,0
21.14,30.3,0,753.83,1,1,50,21,36,0
45.07,60.8,0,10951.79,181,1,50,26,10,0
0,0,0,0,0,2,0,19,17629,1
0,0,0,0,0,2,0,25,17629,1
0,0,0,0,0,1,0,23,17629,1
0,0,0,0,0,2,0,30,17629,1
0,0,0,0,0,2,1,25,194,1
0,0,0,0,0,1,0,20,17629,1
61.44,46.5,0,6013.11,129,1,10,34,107,0
18.94,26.2,1,2211.88,27,1,30,24,11,0
100.34,47.4,0,40081.86,4,1,100,25,9,0
33.01,77.8,0,34176.9,407,1,30,23,23,0
98.97,40.3,7,9209.35,9,1,100,20,14,0
28.84,66.8,10,23501.25,205,1,50,26,19,0
5.77,67.2,0,40965.37,0,1,30,16,40,0
40.54,55,0,31346.9,10,1,19,23,3,0
108.47,48,0,16413.46,17,1,100,46,10,0
0,0,0,0,0,1,50,21,210,1
37.54,40.4,0,25981.98,1,1,50,31,21,0
0,0,0,0,0,1,0,24,17629,1
0,0,0,0,0,1,16,21,172,1
32.14,61.1,0,3600.79,8,1,30,29,11,0
0,0,0,0,0,2,0,18,17629,1
0,0,0,0,0,1,0,37,17629,1
0,0,0,0,0,1,30,19,205,1
0,0,0,0,0,1,10,25,193,1
181.94,46.6,0,14385.22,11,1,50,28,0,0
64.14,36.5,0,41028.1,101,1,50,30,4,0
0,0,0,0,0,1,30,23,205,1
10.02,0,0,0,0,2,50,26,211,1
0,0,0,0,0,1,0,23,17629,1
21.27,50.6,0,6382.43,57,1,50,20,29,0
31.87,68.8,0,32006.29,33,1,30,16,5,0
22.57,24.3,1,366.04,16,1,30,33,20,0
30.97,19,0,0,1,1,30,34,2,0
42.91,47.6,0,28136.6,81,1,30,20,0,0
33.57,19,0,0,0,1,50,24,17,0
109.91,49.1,0,6630.17,40,2,100,20,67,0
0,0,0,0,0,2,0.3,16,191,1
0,0,0,0,0,2,0,49,17629,1
0,0,0,0,0,2,10,21,206,1
0,0,0,0,0,2,100,40,101,1
0,0,0,0,0,1,15,20,172,1
0,0,0,0,0,2,0,21,17629,1
17.21,28.9,0,3193.3,13,1,30,19,26,0
24.67,113.4,25,28142.82,277,1,50,24,26,0
17.27,42.3,1,1977.5,16,1,30,22,19,0
71.84,52.1,8,16612.43,131,1,100,22,26,0
20.01,0,0,0,0,2,100,20,115,1
0,0,0,0,0,2,0,23,17629,1
57.83,47.4,1,19519,45,1,50,23,15,0
0,0,0,0,0,1,15,21,210,1
0,0,0,0,0,2,5,25,81,1
30.47,50.8,0,4873.58,24,1,30,33,8,0
0,0,0,0,0,2,14,24,69,1
0,0,0,0,0,2,50,20,210,1
0,0,0,0,0,1,0,22,17629,1
0,0,0,0,0,1,0,21,17629,1
0,0,0,0,0,1,10,17,183,1
0,0,0,0,0,1,10,20,194,1
6.04,20.4,0,51.37,0,2,3,21,5,0
0,0,2,0,0,1,50,23,209,1
0,0,0,0,0,1,10,23,191,1
78.57,68.5,0,18583.38,91,1,100,37,17,0
11.24,43.4,0,4896.29,1,1,5,25,1,0
0,0,0,0,0,1,1,21,174,1
0,0,0,0,0,1,0,26,17629,1
26.51,89.8,0,42897.32,5,1,50,21,13,0
0,0,0,0,0,2,0,21,17629,1
0,0,0,0,0,2,0,27,17629,1
0,0,0,0,0,2,0,19,17629,1
0,0,0,0,0,1,0,20,17629,1
38.54,52.2,1,14210.43,105,1,30,26,7,0
0,0,0,0,0,2,0,23,17629,1
58.37,42.7,0,8416.97,0,1,300,24,162,0
66.91,57.4,24,14471.09,45,1,30,35,10,0
0,0,0,0,0,1,0,21,17629,1
0,0,0,0,0,1,1,45,171,1
0,0,0,0,0,1,20,18,196,1
10.37,28,0,3757.46,4,1,30,22,38,0
25.07,24.7,0,2134.58,2,1,10,32,1,0
118.77,53,0,20465.6,0,1,100,31,11,0
184.17,82.8,0,61767.84,2,1,275,19,58,0
0,0,0,0,0,2,10,21,88,1
37.94,48.2,1,183.68,254,1,30,33,4,0
48.31,35.1,1,7715.87,1,1,30,22,1,0
194.91,59.4,1,26437.82,2,1,200,30,157,0
0,0,0,0,0,1,0,19,17629,1
45.21,58.6,0,17990.76,126,1,50,21,10,0
0,0,0,0,0,1,0,30,17629,1
1.31,127,0,2348.33,3,1,200,20,126,1
39.81,49,0,6650.8,61,1,50,23,17,0
0,0,0,0,0,2,20,17,200,1
0,0,0,0,0,1,0,18,17629,1
0,0,0,0,0,1,0,20,17629,1
0,0,0,0,0,1,0,30,17629,1
0,0,0,0,0,1,5,18,182,1
0,0,0,0,0,1,0,18,17629,1
0,0,0,0,0,1,50,18,202,1
0,0,0,0,0,1,0.6,29,191,1
42.04,44.4,0,11483.83,2,1,50,23,4,0
13.91,27.5,0,33.6,141,1,50,37,45,0
43.01,27.6,0,26495.91,1,1,50,20,13,0
21.64,130.1,1,68279.11,19,1,30,30,7,0
18.51,67.9,9,47073.05,55,1,10,26,4,0
13.01,44.39,4,10871.51,15,1,10,18,5,0
30.87,25,0,2633.36,0,1,30,29,6,0
0,0,0,0,0,1,0,20,17629,1
50.81,40.7,0,4233.87,6,1,50,32,11,0
46.17,48.4,0,26695.47,13,1,50,21,12,0
10.44,10.06,1,228.83,15,1,50,24,168,0
0,0,0,0,0,1,0,19,17629,1
0,0,0,0,0,1,0,21,17629,1
24.71,28.6,1,7403.41,73,1,50,25,20,0
95.51,68.3,5,42809.96,55,1,100,44,13,0
29.91,36,6,366.08,65,1,30,30,20,0
17.81,41.4,0,8451.61,99,1,30,35,10,0
72.01,19.5,0,3.07,0,1,50,21,2,0
46.27,31.5,1,3129.89,2,1,100,17,54,0
52.31,31.8,0,3560.86,20,1,50,21,5,0
46.07,40.1,0,1317.97,28,1,30,24,1,0
0,0,0,0,0,1,0,19,17629,1
17.54,0,0,0,0,1,30,34,14,0
9.64,38.8,0,3937.31,108,1,50,27,31,0
0,0,0,0,0,1,14,25,140,1
40.11,19,0,0,0,1,30,39,7,0
0,0,0,0,0,1,0,17,17629,1
37.14,32.4,0,1369.56,1,1,20,20,3,0
28.11,41.2,3,1413.66,149,1,30,25,7,0
80.81,43.8,1,31184.75,48,1,100,20,24,0
107.14,59.2,0,22546.32,6,1,100,23,13,0
48.14,32.1,0,2750.99,1,1,30,24,1,0
188.67,55.4,4,44974.29,51,1,300,22,102,0
0,0,0,0,0,2,0,17,17629,1
0,0,0,0,0,1,0,23,17629,1
28.81,31.6,0,3805.32,2,1,30,22,16,0
22.37,49.7,10,9479.57,88,2,20,26,12,0
0,0,0,0,0,1,0,21,17629,1
0,0,0,0,0,1,0,16,17629,1
17.24,23.6,0,405.31,0,1,50,48,62,0
0,0,0,0,0,1,0,17,17629,1
5.51,39.9,0,1431.42,2,1,10,22,23,0
0,0,0,0,0,1,20,29,201,1
22.71,81.7,13,10610.5,232,1,30,23,8,0
0,0,0,0,0,1,0,27,17629,1
15.94,42,1,4414.35,85,1,20,19,24,0
28.07,60.4,1,13098.14,86,1,10,19,-1,0
22.94,30.7,0,382.79,24,1,50,45,42,0
498.91,43.2,0,10110.61,97,1,50,30,84,0
30.74,71.8,0,8622.46,301,1,50,24,15,0
0,0,0,0,0,1,0,16,17629,1
15.61,44.2,1,3725,31,1,10,25,4,0
19.71,61.3,4,29584.01,18,1,20,17,8,0
10.54,34.8,0,2022.87,2,1,30,33,46,0
32.27,35.9,0,15795.34,49,1,30,28,6,0
34.21,51.8,0,18611.17,15,1,50,16,22,0
25.67,51.3,0,31795.29,11,1,30,19,13,0
62.24,50.9,17,18473.04,41,1,50,28,13,0
40.91,47.5,1,11521.36,59,1,30,21,2,0
88.44,53.4,0,2389.42,181,1,50,35,5,0
9.84,17.7,1,5784.5,2,1,9,29,54,0
89.94,55.8,0,40295.42,4,1,300,22,100,0
30.34,42.3,1,8154.33,27,1,30,22,12,0
0,0,0,0,0,1,30,34,189,1
122.14,41.5,0,8058.76,0,1,100,31,3,0
10.57,29.5,0,1111.99,0,1,10,42,6,0
0,0,0,0,0,1,1,17,176,1
88.91,58.9,2,5202.63,389,1,100,21,20,0
38.41,56.2,0,22187.23,0,1,50,24,12,0
69.37,54.7,1,21257.53,70,1,50,31,3,0
46.64,42,0,2025.85,20,1,30,51,5,0
0,0,0,0,0,1,0,17,17629,1
0,0,0,0,0,1,0,19,17629,1
0,0,0,0,0,1,0,18,17629,1
0,0,0,0,0,1,0,20,17629,1
24.74,31.1,0,443.17,52,1,30,29,8,0
0,0,0,0,0,1,5,20,208,1
9.15,12.79,2,9839.81,51,1,50,31,67,1
2.74,8.26,0,189.19,0,1,30,22,53,0
28.77,55.4,0,5555.38,116,1,50,26,21,0
61.54,31.3,0,6871.31,89,1,50,33,8,0
0,0,0,0,0,1,10,25,193,1
32.91,29.3,7,1.36,90,1,20,22,9,0
0,0,0,0,0,1,0,27,17629,1
0,0,0,0,0,1,15,19,166,1
61.57,56.9,2,24309.22,109,1,100,27,36,0
76.64,38.7,2,6468.09,8,1,100,19,22,0
38.44,19,0,0,0,1,100,23,104,0
46.44,52.4,9,10526.95,63,1,50,32,14,0
54.52,57,3,37593.24,180,1,30,23,-1,0
0,0,0,0,0,1,0,49,17629,1
0,0,0,0,0,1,1.36,26,164,1
0,0,0,0,0,2,0.5,42,163,1
36.14,59.3,1,11204.72,50,1,100,29,36,0
77.44,151.6,6,9099.56,1218,1,30,39,22,0
0,0,0,0,0,1,0,21,17629,1
45.6,61,19,5840.51,186,1,50,20,8,0
0,0,0,0,0,1,30,28,201,1
0,0,0,0,0,1,30,22,207,1
26.27,45.6,1,9108.42,183,1,30,24,11,0
0,0,0,0,0,2,0,35,17629,1
91.07,53.9,1,11394.1,114,1,100,26,15,0
0,0,0,0,0,1,6,16,170,1
0,0,0,0,0,2,0,21,17629,1
48.24,52.6,1,3525.64,133,1,30,33,1,0
31.27,38,1,12710.4,103,1,10,18,1,0
40.14,32.1,2,1739.27,8,1,30,25,5,0
0,0,0,0,0,1,50,28,200,1
0,0,0,0,0,1,5,17,173,1
35.37,47.2,0,12075.92,6,1,30,17,4,0
19.64,35.1,1,9318.5,26,1,20,20,15,0
22.64,49.1,0,6533.36,390,1,50,29,32,0
0,0,0,0,0,1,12,21,166,1
14.57,22.7,0,0.01,29,1,20,29,8,0
12,11.73,0,45.2,0,1,100,31,208,1
0,0,0,0,0,1,0,19,17629,1
55.64,42.1,0,15780.04,3,1,50,18,5,0
28.77,37.7,22,6325.13,28,1,50,24,21,0
25.74,35.6,1,3564.97,8,1,30,39,5,0
119.54,46.1,0,4970.59,10,1,100,27,11,0
24.41,6.21,0,0,0,1,30,27,21,0
57.64,23.2,0,1831.65,28,1,10,19,7,0
43.1,30.1,0,14462.8,0,1,50,23,27,0
31.54,120.9,0,63505.34,57,1,30,21,36,0
37.81,49.9,4,1466.23,119,1,100,22,67,0
12.57,40.3,2,12681.68,2,1,20,24,13,0
20.31,45.7,0,41067.99,21,1,30,18,32,0
0,0,0,0,0,1,0,29,17629,1
0,0,0,0,0,1,0,21,17629,1
24.77,44.9,0,3673.33,27,1,30,26,15,0
44.54,0,1,58.4,4,1,30,31,14,0
21.27,39.5,0,3252.01,1,1,100,23,59,0
264.24,34.03,1,3333.77,134,1,30,35,71,0
37.97,65.2,68,35949.62,313,1,30,20,22,0
0,0,0,0,0,1,10,22,196,1
207.11,70.1,12,16809.62,927,1,100,29,20,0
0,0,0,0,0,1,10,17,169,1
26.01,37.4,0,5637.18,0,1,20,36,0,0
45.04,28.16,0,21674.95,1,1,30,31,7,0
0,0,0,0,0,1,50,29,198,1
0,0,0,0,0,1,0,21,17629,1
0,0,0,0,0,2,0,19,17629,1
32.97,48.1,0,36702.96,1,1,50,33,23,0
0,0,0,0,0,1,15,24,172,1
0,0,0,0,0,2,0,23,17629,1
10.87,49.6,2,7046.79,59,1,30,25,19,0
0,0,0,0,0,1,0,20,17629,1
0,0,0,0,0,1,0,20,17629,1
0,0,0,0,0,1,0,28,17629,1
59.34,13.86,2,143.79,64,1,50,20,3,0
114.67,78,0,25050.66,35,1,100,18,5,0
48.5,47,0,5260.92,16,1,50,20,13,0
26.27,55.5,0,32528.89,11,1,20,20,2,0
25.41,47.2,0,2233.82,34,1,50,18,24,0
0,0,0,0,0,1,10,24,180,1
0.24,32.13,0,3653.37,5,1,5,37,39,1
0,0,0,0,0,2,0,17,17629,1
0,0,0,0,0,1,20,29,187,1
25.34,52.7,0,30475.99,90,1,20,23,3,0
49.47,34.2,0,4923.98,13,1,50,25,6,0
0,0,0,0,0,1,1,17,207,1
60.67,32.3,0,1962.35,3,1,50,34,10,0
65.07,98.3,4,1361.58,662,1,50,47,8,0
0,0,0,0,0,2,20,17,203,1
0,0,0,0,0,1,0,16,17629,1
2.16,4.75,0,0,0,2,5,30,68,1
91.31,48.1,0,23595.06,10,1,200,24,153,0
0,0,0,0,0,1,10,51,84,1
15.27,48.1,0,27043.07,1,1,10,26,2,0
37.54,45.5,0,17962.11,11,1,30,23,2,0
39.77,47.2,27,9310.85,11,1,30,17,4,0
100.94,50.1,0,17973.46,0,1,300,29,122,0
0,0,0,0,0,2,0,17,17629,1
0,0,0,0,0,1,0,21,17629,1
52.21,21.9,0,148.52,0,1,50,20,14,0
0.26,0,0,0,0,2,3,32,78,1
177.37,47.7,1,30621.2,29,1,300,22,137,0
135.67,48.1,0,4760.73,11,1,100,25,10,0
68.97,56.5,0,16141.29,11,1,50,30,1,0
28.21,63.1,0,11636.16,77,1,50,24,27,0
0,0,0,0,0,2,30,21,198,1
0,0,0,0,0,1,50,35,198,1
0,0,0,0,0,1,0,28,17629,1
241.9,24,1,10146.65,43,1,100,32,73,0
81.8,44.7,0,2384.9,34,1,100,48,26,0
0,0,0,0,0,2,0,17,17629,1
0,0,0,0,0,1,20,16,197,1
28.74,49.5,5,10716.79,32,1,20,19,4,0
0,0,0,0,0,1,0,39,17629,1
16.34,10.7,0,133.68,1,1,100,28,205,0
31.04,37.4,0,1204.71,5,1,30,39,10,0
24.51,44.5,0,33880.91,12,1,50,21,38,0
24.27,60.4,1,4650.27,195,1,30,33,13,0
38.01,57.7,0,9733.88,149,1,30,53,10,0
85.31,37.7,2,11977.85,11,1,300,20,162,0
59.94,55.2,1,20566.86,89,1,300,22,157,0
81.51,91.5,154,3781.55,2,1,30,21,4,0
19.54,43.9,0,41125.98,0,1,30,33,22,0
68.1,51.4,0,10354.92,12,1,50,28,7,0
9.51,64.2,0,21800.54,11,1,50,23,28,0
0,0,0,0,0,2,0,20,17629,1
0,0,0,0,0,1,10,21,166,1
0,0,0,0,0,1,0,21,17629,1
20.25,0,0,0,0,2,1,17,128,1
33.27,23.1,0,1624.19,16,1,30,19,12,0
19.81,26.9,0,114.57,30,1,50,27,94,0
17.34,47.4,0,13878.32,0,1,50,26,28,0
61.44,24.1,0,1983.71,0,1,50,23,8,0
115.14,53.2,0,20658.16,3,1,100,30,8,0
17.47,56.8,0,8005.24,131,1,30,21,5,0
38.07,11,0,4555.19,1,1,100,29,204,0
18.91,35,13,8662.19,2,1,30,27,14,0
0,0,0,0,0,1,0,17,17629,1
0,0,0,0,0,2,0,17,17629,1
0,0,0,0,0,1,0,16,17629,1
0,0,0,0,0,2,19,21,80,1
0,0,0,0,0,1,0,21,17629,1
0,0,0,0,0,1,30,20,185,1
0,0,0,0,0,2,0,24,17629,1
0,0,0,0,0,1,0,17,17629,1
36.61,47.4,0,41061.49,104,1,30,31,11,0
174.94,50.9,0,12691.04,135,1,100,22,18,0
37.31,52.4,0,7750.78,64,1,50,32,15,0
25.81,42.3,2,10051.21,37,1,30,25,11,0
0,0,0,0,0,2,0,16,17629,1
0.01,0,0,0,0,2,1.6,41,74,1
0,0,0,0,0,1,0,22,17629,1
0,0,0,0,0,1,0,18,17629,1
71.54,72.7,1,30213.46,44,1,50,24,1,0
56.91,45.9,0,16655.16,198,1,300,28,144,0
35.4,46.6,0,5994.75,32,1,30,29,12,0
0,0,0,0,0,1,0,46,17629,1
29.14,47.4,0,27653.75,19,1,100,48,65,0
0,0,0,0,0,1,0,16,17629,1
15.11,98,0,60062.82,180,1,30,20,11,0
29.31,20,0,18.14,1,1,30,30,12,0
17.86,24.5,0,6223.01,0,1,20,34,7,0
0,0,0,0,0,2,50,23,207,1
24.28,0,0,0,0,2,30,24,176,1
0,0,0,0,0,1,0,20,17629,1
0,0,0,0,0,1,0,52,17629,1
0,0,0,0,0,1,50,19,203,1
0,0,0,0,0,2,0,22,17629,1
0,0,0,0,0,2,30,25,196,1
65.46,0,0,0,0,2,200,22,181,1
0,0,0,0,0,1,0,18,17629,1
0,0,0,0,0,1,0,42,17629,1
51.94,105.6,0,76832.61,21,1,20,22,5,0
89.27,37.3,0,6845.56,11,1,50,27,29,0
34.74,70.6,6,31569.2,228,1,30,28,5,0
15.86,0,0,0,0,2,50,26,201,1
0,0,0,0,0,1,0,47,17629,1
0,0,0,0,0,1,30,22,179,1
103.66,60.3,7,12939.94,146,1,100,28,10,0
105,62.9,1,5037.18,217,1,100,48,4,0
56.37,48.9,0,23084.54,2,1,50,24,8,0
36.94,49.7,0,34647.9,27,1,30,21,2,0
18.84,32.6,0,2719.64,1,1,20,20,13,0
207.37,62.7,10,7744.67,362,1,200,35,23,0
56.44,38.9,3,3739,21,1,50,28,4,0
0,0,0,0,0,2,10,18,192,1
0,0,0,0,0,1,0,21,17629,1
67.17,31,0,9062.95,4,1,30,20,37,0
28,30.3,0,4686.79,1,1,30,29,8,0
60.64,26.4,0,975.08,15,1,20,56,15,0
19,43.5,0,2385.31,33,1,30,44,20,0
0,0,0,0,0,1,0,22,17629,1
31.44,43.2,0,4987.84,159,1,30,39,7,0
0,0,0,0,0,1,0,23,17629,1
0,0,0,0,0,1,50,40,197,1
0,0,0,0,0,1,30,37,180,1
38.67,47.7,0,4473.44,143,1,30,31,6,0
46.5,52.6,0,6589.15,147,1,30,33,0,0
47.4,59.5,5,18696.4,15,1,30,24,2,0
61.17,38.5,0,4526.46,0,1,50,36,0,0
0,0,0,0,0,1,0,20,17629,1
47.94,47.2,0,5511.19,18,1,30,24,4,0
0,0,0,0,0,1,50,25,195,1
7.95,10.19,0,0,2,2,20,48,81,1
46.54,38.2,0,3906.44,15,1,30,36,5,0
53.94,52.1,0,2622.93,111,1,50,38,11,0
102.24,67.9,5,18135.11,258,1,100,23,12,0
20.24,9.65,3,0,0,1,100,40,201,0
105.97,61.7,4,26408.31,141,1,100,30,10,0
0,0,0,0,0,1,0,24,17629,1
48.04,46.9,0,4486.08,0,1,30,19,0,0
20.73,39.6,1,3648.83,140,1,50,28,24,0
68.57,88.8,0,42882.84,77,1,30,20,3,0
0,0,0,0,0,1,0,16,17629,1
26.04,52.6,0,24272.49,116,1,100,65,85,0
0,0,0,0,0,1,0,30,17629,1
25.94,76,6,838.73,101,2,30,30,38,0
45.84,40.1,6,2235.62,41,1,30,25,2,0
0,0,0,0,0,1,0,18,17629,1
114.8,43.6,0,9835.61,0,1,100,26,9,0
0,0,0,0,0,1,0,65,17629,1
0,0,0,0,0,2,0,26,17629,1
0,0,0,0,0,1,0,39,17629,1
56.04,39.7,0,2078.47,1,1,30,31,103,0
7.37,67.8,1,20633.09,72,1,10,22,7,0
0,0,0,0,0,1,12,32,166,1
0,0,0,0,0,1,0.2,17,189,1
0,0,0,0,0,2,0,18,17629,1
33.97,43.4,1,3545.84,25,1,50,17,15,0
65.87,37.2,0,11979.03,3,1,100,30,37,0
